-19.177324,-17.230213,4.874859,10.578201,-3.891241,-2.053869,5.216978,11.746516,10.922194,8.566196,8.168745,2.607856
5.891097,-19.227550,-5.399986,18.482995,-4.879914,-0.073256,-6.841935,-3.512925,5.009979,18.719179,7.877877,-1.058846
0.257357,-10.276858,11.952891,9.759545,-1.440314,-15.545399,-0.258865,20.022956,-3.873429,6.150096,-0.081990,3.236478
4.464221,-11.463020,0.645127,20.365317,4.043226,-5.405903,-13.825796,20.226586,0.647027,6.586854,0.079890,5.967930
-4.775372,-3.790854,3.911636,-1.236514,-15.238487,3.507726,-8.978171,0.489098,-4.966148,7.241283,12.385935,-20.821241
2.453163,1.359691,5.186059,10.613227,-5.994544,-13.565375,-9.180975,10.310352,3.677191,5.877759,6.324508,8.061866
3.726955,-16.068949,-0.256538,9.369660,-6.103110,2.418497,-17.813343,12.508453,7.631401,8.252995,21.537930,4.335331
18.118135,-8.842231,-6.754787,3.079622,-15.399130,-1.312619,4.342984,12.464117,-2.016588,4.792083,2.515594,-6.933011
-8.195996,-6.889948,9.166601,16.958579,-9.659693,-8.194256,5.713455,5.011532,7.186568,-4.328214,12.101170,-7.084633
3.519262,1.871822,-8.905732,-17.836203,-5.044877,0.289138,-1.667499,4.394394,-1.108670,6.730522,9.155953,9.416562
-10.699743,-2.994960,2.272881,8.612008,3.535539,-2.730490,-7.167035,16.247213,1.672066,-0.203942,21.927551,7.232082
3.870579,-12.912386,-6.318363,5.387406,-0.712319,0.058137,14.629192,-2.128054,9.804857,2.671060,-2.724415,-5.654580
4.033004,3.115514,-3.524249,7.590249,5.209726,-12.061071,-0.409977,-3.018105,6.048730,5.072976,19.849061,10.854333
5.551954,0.448184,-6.668202,6.587018,-0.391464,-7.293183,-0.765229,8.777256,6.842586,19.754824,1.923015,3.116255
8.384489,-5.403409,8.598330,19.088623,-11.625842,5.222201,0.124512,10.468594,11.509090,-15.065931,20.212959,2.879967
4.987074,-8.429319,-3.807252,6.043308,-4.246958,-7.816888,-5.135192,12.237466,14.312688,19.579189,13.453652,0.590495
7.874028,0.984451,7.408957,11.821365,-8.977133,-8.217855,-1.057065,3.826722,8.474462,4.158458,12.407267,7.224789
8.960866,3.645711,0.098125,14.900119,-3.186716,-13.001550,-15.005337,-0.107256,4.325418,11.608977,2.406877,8.646383
-0.872922,4.877095,9.890570,4.928086,-0.794946,3.727413,-8.118453,18.251961,-0.689490,12.238530,0.146804,8.079445
4.480067,-5.803995,7.996866,7.426433,2.835158,0.519679,-4.931892,16.281419,10.590624,16.544677,-3.784925,-0.241114
5.556957,3.734577,13.012519,4.457927,7.012828,-10.939310,-10.673334,12.885466,0.936108,-2.368856,17.525842,5.494656
3.183638,-7.894421,13.432962,9.182881,-3.977189,-10.246743,-3.723014,8.695453,10.625169,29.505625,6.517342,9.088223
-3.277576,-7.462049,7.823703,8.910344,-4.307436,-1.202858,-1.267103,24.173334,6.437958,0.591626,-1.210428,12.737387
-5.002134,-7.275026,-4.301813,-3.855321,5.156902,-12.240864,-1.503650,3.190682,5.172254,0.702526,-4.468606,2.437869
1.636840,-7.271696,15.078086,11.342639,6.672358,1.779729,-3.365026,6.257949,-0.973046,10.305360,14.776082,1.846128
-2.491148,-5.120431,5.276554,10.140256,2.143785,2.214773,-9.791165,5.775536,6.980047,10.981237,13.448165,6.453313
19.161608,-9.982520,-9.242237,14.929912,-16.250171,-3.955516,-5.575795,12.511660,4.578309,16.768181,2.796248,-0.194910
-9.573920,-3.437721,11.920154,11.490874,-0.174745,9.356229,-6.783755,0.505088,2.774425,7.648809,1.832017,8.234612
-3.984782,-11.065550,-0.610222,9.433313,-3.110763,-8.494572,3.348830,11.906989,12.072497,18.420751,3.200331,-0.282409
-17.142805,-19.979567,15.617282,-0.621841,15.501146,-5.351283,-6.849013,2.690411,12.823111,5.621142,8.534330,-4.701125
0.500145,-16.524012,-10.466586,2.949953,0.266377,-4.922942,-0.301029,4.595706,-2.584962,24.944371,11.478740,7.592320
-3.502767,-6.605872,12.219279,5.189856,-8.676015,-5.242483,-6.192376,22.254693,10.880187,11.406383,14.278133,4.753106
2.921570,3.871650,-0.311058,0.132180,-4.384175,3.612224,-6.064775,15.623996,5.006231,2.208762,2.109380,0.932355
13.461166,-11.304596,11.409454,12.825993,-2.552793,-1.739282,-8.185945,8.492346,-0.105453,9.079854,7.640236,0.414602
-1.707632,-2.132343,-2.570167,12.621724,-3.083892,-2.701692,4.525755,6.504558,2.190973,5.449525,5.588533,6.268640
7.605109,0.111922,-12.128497,14.093363,2.182088,-15.928276,-0.306286,7.775908,2.685026,4.024182,-2.586034,12.220728
-0.400209,5.197497,0.486506,19.468443,4.137660,-11.831295,-2.091285,11.851099,12.581242,-6.539351,11.172531,-4.041382
4.431981,11.471732,0.885681,15.883792,6.469820,0.109358,-4.806843,13.178482,16.830194,4.790259,11.043033,-9.765787
9.585828,-11.360598,-8.603329,12.831096,-1.271803,-1.592289,-5.023390,8.695272,0.448486,-10.764361,16.129369,9.428407
12.050590,2.735814,12.310374,10.556217,-0.547634,-7.544243,-8.870692,19.969761,2.696385,0.661079,-7.538711,-0.066953
-3.052619,-3.651771,1.228040,10.783159,-6.967495,8.375070,-0.796701,7.067147,5.738752,5.238221,11.398773,2.546357
-4.755666,-5.763887,2.352043,-0.514067,3.021699,-2.623032,-1.197801,-1.169317,-4.489021,9.144315,16.485738,-6.911632
-1.615248,1.628452,1.798967,23.571823,7.827516,-1.737219,-3.456912,6.034088,8.535271,2.340942,9.541577,6.854686
-2.564671,-16.067475,5.609401,11.505292,0.754763,-17.096491,-10.137929,3.647799,-1.085431,-4.136150,5.787222,17.942054
-2.404856,-15.173441,-3.182905,-7.065209,13.076389,4.966859,-1.742654,12.599209,-4.366374,7.509317,-2.514291,0.498422
7.579905,-6.914748,5.351817,11.251538,-0.641194,-7.858744,-22.143669,4.866085,3.653177,14.227905,-5.942695,7.765949
2.314798,-13.385791,1.498785,19.325095,-0.129507,-3.414090,-12.252626,6.092029,-2.481336,14.660465,9.664615,-5.150899
9.743403,5.540713,8.268172,9.830866,1.952206,-11.325902,-6.072226,16.038906,2.280509,12.487871,14.115142,-3.199653
5.039957,-5.059072,-0.060527,5.523173,4.702880,-0.136630,8.173185,9.692290,15.956264,15.274852,-0.691097,0.104464
2.478280,-1.256424,-5.289616,20.980984,-3.326413,-2.838728,-11.981105,7.956154,4.910493,1.041956,6.768578,-18.436275
4.100058,-8.557352,11.114622,9.440513,-7.162928,-22.287035,-9.079306,-1.758022,9.384947,7.783128,11.947343,2.711757
-3.080048,-11.846236,-3.565768,-6.241212,2.812670,-12.432623,-4.014155,0.179927,3.480320,9.328234,16.921578,4.367100
2.571939,-2.679654,10.953852,2.114674,2.870167,-1.810369,2.004744,15.375478,10.286717,7.272126,-12.797812,-1.297992
-0.963442,-5.885082,-0.365036,5.261472,-15.445801,-8.277948,6.482864,20.134463,6.922332,9.183248,10.892657,10.940633
-8.011974,-9.136025,-1.335296,7.502314,-2.566462,-3.163257,-5.616724,8.222556,11.514955,8.624817,-4.097880,16.121539
12.575013,-9.530187,-7.534353,1.152596,-11.048213,-8.587249,-9.759153,-1.822397,6.190875,16.943628,2.465618,4.377267
7.435577,-7.992731,-4.097134,-1.901921,-5.107808,-4.203373,-2.512919,3.587497,10.866610,7.510502,0.854888,-1.896894
0.714503,2.654074,2.135101,3.512567,-5.204747,6.931276,0.570613,2.967947,13.442377,13.782973,6.680372,2.945390
-0.711515,-2.439081,6.946435,10.365967,4.433046,7.698661,-10.686507,16.129556,14.801414,2.870822,-2.250015,11.520349
18.724933,-2.192308,2.156749,17.258755,0.662469,-11.926825,-3.619040,6.561594,12.588486,6.860896,7.200350,-2.528793
16.663771,7.241844,5.906521,2.507440,-1.053573,-3.210496,6.347116,7.016218,4.113304,2.012517,5.507995,0.869709
1.479151,-7.105303,-5.252393,18.701556,3.487020,-2.213352,1.796333,6.726448,9.797881,-3.263852,15.942338,19.784671
-4.506483,-0.286104,3.986714,-4.769934,-1.701038,1.036828,4.563772,-1.874534,9.810389,6.479995,12.962223,-1.840680
3.777550,1.130949,10.597991,7.437529,11.139021,1.981387,-6.639250,1.334901,9.623994,9.484347,8.716576,11.086668
-8.403669,-7.944168,-1.790933,2.144479,-6.030189,-2.676668,0.602376,4.371953,8.717095,1.208554,11.256111,12.357520
-3.910351,-12.989977,7.175352,7.337072,8.715978,-6.697868,1.274838,9.360365,1.522173,14.381337,3.430443,3.318497
1.656643,2.929738,-10.342895,7.445995,0.258944,-6.143197,-8.280460,3.214821,3.966615,1.711878,-5.841168,-3.301540
4.392002,-11.304229,-0.355086,7.666560,10.846827,-10.927383,-9.395827,4.053635,11.134966,6.331152,6.031150,-12.065169
-7.101762,1.167054,12.584062,16.695289,3.797167,-11.916196,-1.408144,5.336614,8.706691,1.996579,5.163815,17.539422
-4.515792,5.649278,3.557027,8.758060,-5.659542,-7.880883,-2.938791,3.998192,0.479082,11.713550,3.715637,-10.837054
-10.477570,-8.314289,-2.968302,0.503244,-7.993536,0.706988,1.144347,-1.558974,6.478971,4.946325,9.560693,1.515351
7.666694,-12.731016,-0.445343,10.889705,6.273348,-3.343616,4.600472,23.455726,-0.769190,0.816060,3.062861,-3.222927
-8.616735,2.064777,11.469418,2.938110,7.482819,5.398735,1.577066,4.665568,6.766527,1.032987,7.195057,2.465255
2.366573,2.590339,2.722991,5.639233,-6.971442,-5.344680,-5.673673,4.183434,4.973955,11.186856,14.370502,7.006984
4.363878,-3.703916,1.124788,8.528922,-3.050867,-9.749565,14.737537,-3.267346,11.301609,7.632005,14.518791,0.731567
3.412570,-1.530479,5.801798,3.201267,6.811505,-6.705642,-8.759529,6.639245,13.193691,10.626189,0.781960,7.042107
-4.334901,-14.158408,6.441527,7.211976,-0.854531,-8.232026,-10.618824,13.729350,-3.149082,14.282172,8.289267,6.550478
-0.845976,-12.696345,-5.273850,6.114077,-0.846488,-4.586936,-12.464449,9.294126,5.063993,22.117107,10.503462,8.604353
7.065241,-0.097860,9.915671,-2.191084,-11.837829,-1.791877,-12.147344,5.014553,-0.470653,3.100190,6.501923,-7.204533
4.325798,7.758248,9.546743,16.713514,-18.436931,-0.862309,11.206775,2.182739,1.604173,1.729429,2.000862,5.634616
2.717712,-12.531293,2.367807,-5.218343,-10.685850,-4.044831,-4.274520,4.475613,-8.142841,11.362318,5.174829,10.702923
-2.240073,-5.895704,-1.287465,4.300911,-26.070811,-12.961471,-1.081040,8.742743,10.497983,-0.956953,7.758010,0.482869
10.953822,-0.680666,-2.685229,1.778496,-4.121619,-8.401408,-6.115381,11.853368,10.010154,14.345021,14.109968,0.008606
-1.043553,-0.506985,1.499409,10.120824,-4.948968,-5.178682,-6.898079,6.257922,7.395917,2.577539,-1.865005,6.302763
-10.415890,-5.030314,-0.640475,-1.356272,1.424864,-15.378388,-7.727567,21.302630,5.321241,2.181073,8.415815,12.847221
-0.195625,-6.876578,7.572552,8.467784,5.807748,-8.488082,-13.571328,8.710345,-0.862855,2.069024,11.043525,19.923229
-0.765808,-10.477894,-7.105914,5.179890,-7.918713,-19.385195,-5.312336,-2.652182,3.143478,8.040933,4.630899,12.833047
-5.285393,-14.054457,4.657003,6.007657,-3.557951,-0.996985,-14.969161,8.558091,-1.814306,1.167047,7.603759,-14.721344
4.334149,-0.239060,-5.419942,3.342869,12.316907,-4.640692,10.452499,9.129700,-3.144465,-0.589912,15.082639,-8.920733
2.851083,-16.773664,9.709320,21.829224,8.951860,-5.657763,-8.747067,8.798005,-1.530714,8.553260,20.184715,3.376908
11.671621,-10.823541,4.651840,7.379177,-17.348981,-3.825228,2.715120,23.687970,2.792822,20.389302,9.392818,-7.178313
7.810391,-18.215434,5.257162,3.308654,-0.613417,1.389561,-7.749657,2.819578,-6.828951,10.799857,3.123895,6.202612
4.304270,1.259459,-0.661120,5.128724,-6.115392,3.268804,16.820164,5.913960,7.777126,9.863819,9.086065,6.712327
3.986121,-1.768452,-1.241904,4.230830,-8.366415,-8.652441,-6.292382,11.488680,17.280014,21.936474,8.784259,12.449319
-5.120881,-6.072134,5.384391,14.119082,-4.493353,-2.530086,-1.990940,11.456253,11.309794,12.546092,9.974594,-0.048608
-1.609195,1.490212,6.924178,-1.038719,-2.014967,-6.499595,-6.080727,4.389075,-2.918998,9.878060,-2.217681,16.072663
-1.505163,1.718143,12.065620,8.482378,-6.966216,5.417160,-9.338497,11.726092,12.566387,1.811088,3.736367,10.731059
-2.651766,2.263489,-5.600808,11.186755,-7.756853,-13.796491,5.714699,4.233657,5.348594,9.957087,16.285561,3.284836
11.531728,-8.384666,-5.534964,17.569207,-5.182165,-3.413783,-8.874509,10.623591,-4.455181,20.008888,2.454568,7.195530
4.132518,-4.373058,-3.842962,11.129454,1.924146,-6.118934,-8.190589,4.471870,11.407434,15.057511,-6.013497,-13.057150
10.838858,-3.924120,-4.736244,3.054783,-7.159905,-9.783191,-6.518622,12.432456,16.158335,15.809888,0.900602,2.874042
-9.452019,-2.273377,3.451257,20.931709,-2.994696,2.507099,-13.111516,2.962937,19.866281,3.149505,0.466802,6.790278
-4.264720,1.641248,4.128789,10.448471,-2.093286,0.448324,-9.504456,7.440347,8.994569,11.826328,11.253573,7.604129
-11.240605,-7.356423,-4.312490,6.350108,3.476360,-1.017146,19.725810,-0.383571,2.069131,12.028930,1.506791,-8.789861
-0.321587,-5.714442,10.545926,9.447988,-4.839078,-3.833308,-2.795678,4.861935,12.991994,4.931173,1.099537,-0.872694
